"GEN","Y","Y_R","CV","CV_R","ACV","ACV_R","POLAR","POLAR_R","Var","Var_R","Shukla","Shukla_R","Wi_g","Wi_g_R","Wi_f","Wi_f_R","Wi_u","Wi_u_R","Ecoval","Ecoval_R","bij","Sij","Sij_R","R2","R2_R","ASTAB","ASTAB_R","ASI","ASI_R","ASV","ASV_R","AVAMGE","AVAMGE_R","DA","DA_R","DZ","DZ_R","EV","EV_R","FA","FA_R","MASI","MASI_R","MASV","MASV_R","SIPC","SIPC_R","ZA","ZA_R","WAAS","WAAS_R","WAASB","WAASB_R","HMGV","HMGV_R","RPGV","RPGV_R","HMRPGV","HMRPGV_R","Pi_a","Pi_a_R","Pi_f","Pi_f_R","Pi_u","Pi_u_R","Gai","Gai_R","S1","S1_R","S2","S2_R","S3","S3_R","S6","S6_R","N1","N1_R","N2","N2_R","N3","N3_R","N4","N4_R"
"L027",NA,55,NA,55,7.95873148943538,84,0.115285882360389,84,NA,55,0.769867649311738,67,94.746367419075,99,NA,31,95.6964346559246,95,109.883736149891,67,-1.54823153362426,2552.19947287977,52,0.99608787894645,49,0.221028908575488,61,0.211611451573592,75,0.675487859603035,75,2.58457798899361,69,1.52777999952183,67,0.146460013508571,55,0.00715017851897695,55,2.33411172693892,67,0.212463600521772,74,0.787734821301279,67,0.744545844808764,67,0.0914178009773768,72,0.294453254093808,73,0.263684258948591,82,84.7135844441871,98,0.971414542509407,98,0.971365556364666,98,23.1008333333334,98,13.78125,77,27.760625,100,27.9296905184107,98,7,99,458,78,70.6809,82,3.0638,94,12.75,8.5,0.144886363636364,4,0.2335,7,0.0947,30
"L028",NA,56,NA,56,6.87670954868061,51,-0.0116404603057166,51,NA,56,0.198327257284999,22,97.304500372141,74,NA,32,96.8556694475465,81,29.1646469375013,22,-1.63539818550544,2597.0092981643,66,0.991929712918138,70,0.0935355551285294,28,0.00909885263529917,3,0.0290609042687533,3,1.28772304739907,20,0.790270175398594,22,0.118411964345428,40,0.00467379776671429,40,0.624526950124524,22,0.0528951308836849,7,0.308370560107125,14,0.33869224053916,15,0.0241971258413499,6,0.0647133906842246,4,0.0740116249000805,17,85.9250892595068,82,0.985014013569707,79,0.985002609963714,79,15.4204166666667,82,14.58,81,15.840625,78,28.2399648026851,82,2.5,53.5,314.25,53,21.2208,35,1.3993,55,14.5,17,0.197952218430034,12,0.2405,10,0.0514,10
"L029",NA,57,NA,57,7.54751923528674,67,0.0692066338364982,67,NA,57,0.324074684828032,34,95.5955300098439,96,NA,33,95.1775835098468,98,46.9240528581935,34,-1.57518311123156,2552.59739397728,53,0.998691062490771,23,0.110736535689094,36,0.121081683922268,41,0.386511922448666,41,1.81485472901467,41,1.01033339065801,36,0.112934433847277,34,0.00425139544946831,34,1.02077356027851,36,0.125948176931703,41,0.495103645013463,37,0.570383246907634,45,0.0619904531027376,41,0.193552710407678,41,0.176353064642527,51,84.9056525159308,96,0.97351376771427,95,0.973486354468315,95,21.7479166666667,96,16.53125,88,24.35625,94,27.9789457777729,96,5.0833,78,310.1667,51,64.9579,79,2.8,92,17.25,30,0.193820224719101,10,0.2088,4,0.0788,19
"L030",NA,58,NA,58,7.85186364888445,78,0.103543675346493,78,NA,58,1.08593629546706,75,99.6549642223789,23,NA,34,99.639813294975,43,154.522354176136,75,-1.62889101449937,2811.20132432958,102,0.999999169702119,2,0.292759074247797,73,0.265509062998882,85,0.847437835294327,85,2.83399259141305,73,1.80605444824712,75,0.163627027027257,63,0.00892460132459287,63,3.2618326700332,75,0.266383583841785,85,0.882837082902679,73,0.772083404275135,69,0.0997642307185123,77,0.326809112071074,80,0.294508011151348,88,88.7718478099714,44,1.0178716764243,18,1.01783950067578,18,4.03916666666669,26,0.451250000000003,5,5.83312500000003,34,28.9681585367534,49,6.6667,97,574.5625,88,14.1498,24,0.7921,19,19.875,45.5,0.636,72,0.7134,64,0.2709,77
"L031",NA,59,NA,59,7.83995822073485,77,0.102225673450954,77,NA,59,0.668271399918619,63,95.8066445445578,92,NA,35,96.4342634479151,86,95.5352196971394,63,-1.56811853312854,2594.59154267181,62,0.998095874991637,29,0.185024136660985,55,0.201818736937559,71,0.64421083170673,71,2.34374055378282,58,1.4178231309591,60,0.131462670890654,49,0.00576081127923479,49,2.01022243068266,60,0.201985736850819,70,0.727243785418341,64,0.633270105923816,56,0.0816496807622728,67,0.266163848988681,66,0.236751948674966,73,85.4369074759483,88,0.97966698072806,88,0.979627872546491,88,18.3320833333334,88,10.58,66.5,22.208125,90,28.1156567265372,88,6.1667,93,399.5833,70,43.753,63,2.166,80,13.5,12,0.172523961661342,5,0.2539,11,0.1088,36
"L032",NA,60,NA,60,5.81803476776267,14,-0.156849198801663,14,NA,60,0.412009639563523,42,97.0243085371526,77,NA,36,97.2242175338586,77,59.3431741577584,42,-1.6956689693909,2564.06456276874,57,0.997721513570456,30,0.127322826105328,41,0.1506006411464,54,0.480670806441888,54,1.86088358597287,44,1.12596404589459,44,0.11685218398934,37,0.00455147763435951,37,1.26779503264731,44,0.154508321515114,54,0.526252262295636,42,0.538905934851562,38,0.0622839420757212,42,0.198974938664014,45,0.196959228860764,61,85.8748319443702,84,0.984173790950028,81,0.98416257385516,81,15.6304166666667,83,18,93.5,14.445625,76,28.2251239730221,84,0.5,12.5,368.9167,65,41.75,60,2.0588,77,13.5,12,0.185567010309278,8,0.261,12,0.0268,3
"L033",NA,61,NA,61,6.79892403247213,44,-0.021521445949942,44,NA,61,0.0462696719017073,6,100.43727901313,7,NA,37,100.27334415795,25,7.68943718644407,6,-1.67840313226216,2727.02055847548,94,0.999712911220391,11,0.0171422375361845,2,0.0533616095828381,15,0.170312712608159,15,0.688359759267758,4,0.408374360462665,3,0.0434859972047223,2,0.000630343984296372,2,0.16676961828329,3,0.0550852724533216,10,0.188695678932343,4,0.19255694259319,3,0.0219330867859743,4,0.0698783734234623,6,0.0655160234005573,9,87.989585346067,54,1.0086233198099,30,1.00862198750056,30,5.79000000000002,39,4.20500000000002,34.5,6.58250000000002,40,28.7678202302305,54,2.8333,56.5,72.9167,9,0.6894,1,0.1515,1,11.5,6,0.296774193548387,29,0.3166,23,0.131,41
"L034",91.0958333333333,19,7.25712550703062,15,7.23768224248701,58,0.0327972013286934,58,131.113541666667,15,0.079842415313502,9,99.6641949985321,21,NA,38,100.805730719167,22,12.4309415636789,9,4.06348535251493,-1291.92025033866,16,0.997629735857993,32,0.0210101302862182,5,0.0554198884172925,16,0.176906461986523,16,0.723818784592869,5,0.44612189158785,7,0.0484810513009692,6,0.000783470778415734,6,0.199024742153922,7,0.0571633511191162,11,0.219931638306925,5,0.247673649336009,9,0.0274302568539203,13,0.0861138708777133,13,0.068769380005768,12,90.7426110564675,18,1.01019441422517,27,1.01016845341033,27,3.60159722222223,20,4.06124999999998,33,4.47812500000003,25,90.9148372928533,18,1,21,15,1,35.175,53,1.3167,51,15.5,21.5,0.512396694214876,63,0.8251,78,0.3164,86
"L035",NA,62,NA,62,7.16805338619831,57,0.0244006392000034,57,NA,62,0.0855472675154569,10,96.6966599017666,84,NA,39,96.76449441944,82,13.2366422285089,10,-1.60376160021508,2563.83152347203,56,0.999959314670939,4,0.0302458623740605,11,0.0740534055365824,25,0.23641405944472,25,0.903252174285008,9,0.5572422718386,11,0.0548028269596004,8,0.00100111661425463,8,0.310518949523844,11,0.074185937037392,18,0.30040131277766,13,0.269076880434305,10,0.0329406117692178,17,0.105707435168365,17,0.0894044950088708,23,85.2587456804175,93,0.977445734357024,94,0.977435345695893,93,19.2608333333333,92,15.40125,84,21.190625,89,28.069215781023,93,3.3333,61,80.8958,11,50.5345,69,2.2759,85,11.125,5,0.128985507246377,2,0.1744,2,0.0805,20
"L036",NA,63,NA,63,6.30251077000518,29,-0.0873746302245852,29,NA,63,0.0684991811932933,7,98.1484717622665,56,NA,40,98.7870898058173,53,10.8289278833178,7,-1.67110144918561,2591.52848867793,61,0.999476371772534,17,0.0217312464833567,6,0.0732106417589317,23,0.233664851096489,23,0.927011050110868,10,0.493807434246996,8,0.0444390636826178,3,0.000658276793662587,3,0.243845782117601,8,0.073492888189806,16,0.238136805197875,7,0.196238026625617,4,0.0257368671738759,8,0.0848037194489646,12,0.0843605417302409,20,86.0938910302222,79,0.986796209725881,74,0.98679510775377,74,14.3125,77,15.125,83,13.90625,73,28.2823482180921,79,0,2,110.6667,19,25.3027,42,1.3712,54,14.25,15,0.195876288659794,11,0.2213,6,0.048,9
"L037",NA,64,NA,64,7.10407033106626,54,0.0166126815030299,54,NA,64,0.700163974376127,64,97.7572572768808,64,NA,41,97.3911200788836,75,100.039432520523,64,-1.64477919056873,2667.17481295524,80,0.976489542111741,95,0.27640692000531,71,0.112583247104096,36,0.359379735474334,36,2.24169377591272,57,1.44377434825258,61,0.195417036885096,78,0.012729272768317,78,2.08448436867217,61,0.137922015831739,43,0.624676724096284,53,0.80406171531334,72,0.075699858440585,60,0.226504291603947,56,0.1983995961489,62,86.9426700679002,68,0.996692631280359,59,0.996664517621706,59,10.0704166666667,61,5.44499999999999,39.5,12.383125,67,28.5001796055228,67,4.9167,76,479.2292,81,19.3671,32,1.0048,33,22.625,63.5,0.385106382978723,42,0.3909,36,0.1483,48
"L038",NA,65,NA,65,6.27887143660664,28,-0.090638641750041,28,NA,65,0.178824362279789,20,99.7512253278644,19,NA,42,100.248468912646,26,26.4102380736878,20,-1.70894785834131,2703.17947289259,89,0.992659329444855,69,0.0713156822133653,20,0.0631044137030125,20,0.20144436548136,20,1.16589295083237,16,0.743198054279827,17,0.0981975114322753,25,0.00321425041716395,25,0.552343347885321,17,0.0741336475366016,17,0.331033119946782,18,0.423605266356567,26,0.0407721190848903,20,0.122777287370928,20,0.112940624013348,27,87.8675652154703,59,1.00710697170886,39,1.00709912264653,39,6.32541666666667,45,7.03125,50,5.97250000000001,36,28.7359147794011,59,0.6667,15.5,209.8333,35,2.5846,4,0.3077,2,16.75,28,0.380681818181818,41,0.4219,39,0.0757,18
"L039",88.8875,40,8.43217686445646,33,8.42858358234849,92,0.165107372531672,92,168.531875,32,1.16956923084582,77,97.2726424380956,75,NA,43,98.1175003284415,64,166.333897972706,77,4.10021198538849,-1297.85748147864,19,0.993414957146854,64,0.421387280277256,86,0.203246604131527,73,0.649336314118557,73,3.25388883458101,83,1.94852465273065,82,0.216439964335812,85,0.0156154193872292,85,3.79674832229908,82,0.203632264976712,71,1.18558322706636,94,0.772977938621037,70,0.0804945055243906,65,0.243166388464787,63,0.0868320939937705,21,88.1401139913679,51,0.981392524309712,86,0.981389193820822,86,13.021875,73,17.70125,91,16.193125,80,88.6514421570173,40,5.1667,81,184.9167,30.5,9.7895,14,1.3684,53,24.75,78.5,0.311320754716981,32,0.5413,51,0.2199,66
"L040",89.9375,35,8.44462642277423,34,8.43191780112123,93,0.165450905099395,93,173.046875,34,1.0334279510928,74,98.6237490122579,43,NA,44,98.8730091986353,51,147.106560309124,74,4.15171085797113,-1330.53317784521,32,0.996598844851433,44,0.374600597248832,80,0.196601020524274,69,0.628000994245997,69,3.15388883458101,79,1.84003835139925,77,0.204700033172236,83,0.0139673678602382,83,3.38574113462006,77,0.1985390902852,68,1.0876547467215,89,0.892754796538663,76,0.0946734612251895,74,0.289715546861916,72,0.0388817496708031,4,89.1875674531424,40,0.993088521780654,66,0.993085702986475,66,8.44687500000001,57,10.125,63,11.58125,62,89.6975761043592,35,3.8333,67.5,167,25,2.9206,7,0.4361,9,23.5,69,0.388429752066116,44,0.7631,69,0.2869,80
"L041",90.4833333333333,29,8.86788415975978,39,8.84961348669537,101,0.207446782763916,101,193.151666666667,39,1.57429059307492,90,98.433021437383,47,NA,45,98.9135007747388,50,223.493007284441,90,4.22600870235785,-1371.64749016128,41,0.994288146137956,57,0.486863040877097,92,0.298232038745562,93,0.951948767244662,93,4.3482102105541,96,2.22098298536172,93,0.224544014802329,93,0.0168066715278495,93,4.93276542126627,93,0.30296715582702,94,1.10073021428236,91,1.1575659917681,95,0.134861383176486,96,0.429525426773762,96,0.271723165359406,84,89.7718727572057,32,0.999793765706777,54,0.999767276939993,54,6.75586805555556,47,3.37999999999999,24.5,11.710625,63,90.215405585843,31,0,2,291.5833,44,23.0159,39,1.1491,42,30.25,101,0.720238095238095,79,0.9739,89,0.2693,75
"L042",NA,66,NA,66,6.12344310853334,24,-0.112410448665898,24,NA,66,0.180958321862959,21,99.884298971786,17,NA,46,100.81981166236,21,26.7116188271266,21,-1.7206497328916,2707.30045972917,90,0.994594201903887,55,0.0633127321484529,18,0.0846011028567031,29,0.270056488682143,29,1.16878370979148,17,0.74792227301984,20,0.0873597534248928,19,0.00254390883948602,19,0.559387726479164,20,0.0896256265434161,26,0.356689759962931,23,0.426376081353871,27,0.0450816804655483,25,0.139740260709405,24,0.128305277068243,35,88.0019419093862,53,1.0086078502048,31,1.00859934800422,31,5.81708333333335,40,6.84500000000001,48.5,5.30312500000001,30,28.7699274186848,53,1.3333,25.5,203.6667,34,3.2607,8,0.3636,6,18.25,32.5,0.437125748502994,54,0.4454,40,0.0714,15
"L043",NA,67,NA,67,5.63710419420904,10,-0.184289698730354,10,NA,67,0.733953287040351,66,97.5235875427876,70,NA,47,99.7641895214964,39,104.811523139872,66,-1.72527005699897,2610.93544057476,71,0.986613830974199,80,0.213500285045305,59,0.202775146585466,72,0.64722516465188,72,2.51946889586492,66,1.48104931864065,65,0.147825705047854,58,0.0072841463576317,58,2.19350708424594,65,0.205970790273824,72,0.719437920961421,62,0.744456498716466,66,0.0876967730735339,70,0.280581103044616,71,0.260257666334007,80,86.7103683757826,72,0.99372054376473,65,0.993696126073499,65,11.4954166666667,68,16.245,87,9.12062500000004,52,28.439282834499,72,3.8333,67.5,592.9167,89,27.2931,45,1.2361,48,26.5,88,0.439834024896266,55,0.4105,38,0.0154,1
"L044",NA,68,NA,68,6.81199353745694,46,-0.0198533686549533,46,NA,68,0.0866772364662466,11,101.141552948243,5,NA,48,101.348909227621,18,13.3962286126354,11,-1.69041966630766,2769.86568118893,100,0.999069146880803,21,0.0281573092636797,10,0.0784494048997027,27,0.250385440444962,27,1.03455361999158,13,0.548949569333017,10,0.0524253787833505,7,0.000916140113525926,7,0.301345629670905,10,0.0793405321483659,21,0.261497076586064,11,0.240185243999785,8,0.0295920131136438,14,0.0961026568582069,16,0.0891425283443393,22,88.6447033783744,45,1.01612202168551,20,1.01612045016904,20,3.70875,24,2,13.5,4.563125,26,28.9346096084049,50,2.5,53.5,91.2292,13,3.752,9,0.3499,5,14.375,16,0.495689655172414,61,0.4877,46,0.2198,65
"L045",92.3,5,5.58847784226731,1,5.56677912228061,7,-0.195193843633756,7,79.8199999999999,1,3.09428971376755,101,98.306836731516,50,NA,49,101.385442209173,17,438.163652329957,101,3.91444388088719,-1219.82467605455,2,0.996834044066438,41,0.818321859692143,99,0.416226182337724,101,1.32858948996989,101,5.08512312277919,101,2.95761701138826,100,0.280257445440276,95,0.0261814119082363,95,8.74749838605322,100,0.418125171662882,101,1.49832829849452,98,1.42107999305199,101,0.175543491479629,101,0.566957314294264,101,0.381114286218767,101,92.3060625302615,4,1.02721680461206,8,1.02708140392059,8,1.3359375,6,2.76124999999999,19.5,0.291249999999999,3,92.1916166195716,5,1,21,819.5625,99,73.6284,85,1.7027,68,23.875,72,1.70535714285714,99,1.5945,100,0.6022,98
"L046",NA,69,NA,69,8.11180795372684,86,0.131833497256247,86,NA,69,1.31038185658106,84,97.8384344091319,58,NA,50,97.6701798102206,69,186.220973422697,84,-1.59105948197217,2741.05488594576,96,0.999902823987972,6,0.35807796494272,79,0.283536982782582,90,0.904993077481475,90,2.86991589654748,75,1.97187525722112,83,0.184286275349572,71,0.0113204770940728,71,3.88829203004087,83,0.285286676509028,90,0.967449546042198,82,0.909143568691468,78,0.113256367378862,83,0.367508280049614,86,0.327189822359842,93,87.577732681442,63,1.00427739848743,45,1.00422677734407,45,8.00583333333333,55,2.20499999999999,15,10.90625,57,28.6641604985992,62,5.1667,81,675.2292,94,28.3548,46,1.129,39,24.875,80.5,0.425213675213675,52,0.5224,49,0.2081,63
"L047",91.2059210526316,15,6.12018347726389,4,6.10310848060702,22,-0.115299644291728,22,93.4751575484764,4,2.38609492662925,98,97.7738013484169,63,NA,51,99.6385951068448,44,338.144757777196,98,3.92984788063598,-1222.92992004756,3,0.991604868313292,71,0.633468319065374,95,0.380525603389983,100,1.21450903508219,100,4.20880733330551,95,2.62529307788864,97,0.24584951456325,94,0.0201473279369953,94,6.89216374481,97,0.383950624470409,100,1.2509621958782,96,1.04846338773763,87,0.132899819663206,95,0.435373011800134,97,0.432502214929048,103,90.9650580268359,15,1.01232193600893,23,1.01219886399705,23,3.63057998614958,22,8.40499999999998,56,2.05865997229918,15,91.0784561846205,14,1.3333,25.5,660.9167,92,72.5622,84,1.9399,75,27.25,92.5,0.865079365079365,86,0.9083,85,0.3733,92
"L048",NA,70,NA,70,7.55984975046346,69,0.0706245050474159,69,NA,70,0.492783385335736,50,97.8185088184086,60,NA,52,97.4532579990788,73,70.7509124068194,50,-1.61037868473308,2674.80353195706,84,0.999124007727158,19,0.14668671885157,46,0.16276872189938,57,0.519531102718893,57,1.8846621287951,45,1.21410421171956,48,0.124302469699128,47,0.00515036799110085,47,1.47404903691516,48,0.166140922164314,58,0.585274934603707,49,0.622528962828029,53,0.0720436006562292,56,0.229473693592604,57,0.204745265062542,63,86.8212353484982,69,0.995452813821503,61,0.995429076882202,61,10.8370833333334,64,6.30124999999999,46.5,13.105,70,28.4703940269699,69,3.5,62,351.3333,62,18.3981,29,0.9903,31,22.25,58,0.354581673306773,37,0.3692,31,0.1499,49
"L049",90.95,21,8.47392129916137,36,8.45246314644523,97,0.16756474854668,97,178.195,37,0.895807310700271,71,99.1918047087209,30,NA,53,99.6757556064176,42,127.670291404456,71,4.19864080061567,-1360.17278744795,39,0.99009428711626,74,0.242762639048337,63,0.249853367766618,84,0.797447584621315,84,3.21487687722081,81,1.66416837852905,71,0.146624087637431,56,0.00716620769183631,56,2.769456392096,71,0.250332560397651,83,0.802814835325561,68,0.587545839509704,48,0.0807668464217264,66,0.269327905478996,67,0.253127557964584,76,90.4328676820505,23,1.00716544849248,38,1.00714215634281,38,4.85906250000002,32,1.80500000000001,11,8.56562500000004,51,90.7025862443398,22,2.1667,44.5,301.5833,48,33.6695,52,1.1864,45,29.75,100,0.983471074380165,91,1.1297,96,0.2678,74
"L050",90.025,33.5,9.24333017510016,41,9.22859432715031,103,0.243869287957346,103,207.7325,41,2.80853611342856,99,97.4637974662774,72,NA,54,97.5036937679443,71,397.806451543623,99,4.24930603826806,-1380.58815810821,42,0.994910942578754,54,0.927592440390672,101,0.346699665638266,99,1.10721296109153,99,4.97888883458101,100,2.9663348939345,101,0.314566632441989,102,0.0329840554152979,102,8.79914270297341,101,0.347342984332905,99,1.72338567876005,103,1.40544407072632,100,0.162085465083431,100,0.509232423430103,100,0.111629625196787,26,89.4792696075916,37,0.997163575078253,57,0.997049427759576,57,9.36031250000002,59,10.125,63,13.658125,72,89.736660890476,34,5,77,295.5625,47,5.6877,11,0.6537,13,25.875,85,0.420731707317073,51,0.8118,76,0.3014,83
"L051",NA,71,NA,71,6.27783296290609,27,-0.0907823111028997,27,NA,71,0.178265734739353,19,98.153741768695,55,NA,55,98.6843774135858,57,26.3313426764378,19,-1.68054012508766,2612.74800526666,72,0.994223754129797,59,0.0640949232461632,19,0.0840503360178158,28,0.268270007294257,28,1.22021541105943,18,0.747417295319166,18,0.0888440426291227,20,0.00263108797022846,20,0.558632613342218,18,0.0900819426965987,27,0.337717875759567,19,0.400441964368428,22,0.0421294321722185,23,0.130890768215411,22,0.123919920167919,31,86.4459005685649,75,0.990827215313713,69,0.990821517011419,69,12.5491666666667,72,14.045,79,11.80125,65,28.37253177488,75,1.9167,34,181.4167,29,23.9711,41,1.1791,44,19.25,40,0.278985507246377,25,0.3152,22,0.0617,13
"L052",NA,72,NA,72,5.40735172042137,5,-0.220432584971494,5,NA,72,0.648612645900231,60,98.667555657613,41,NA,56,99.7978887341596,37,92.7587987450051,60,-1.75750770368344,2669.22820533093,81,0.999999931910222,1,0.177094869463434,54,0.200173106061767,70,0.638922797400429,70,2.00818493349291,49,1.39013877674459,59,0.128899108229087,48,0.00553832670075132,48,1.93248581860895,59,0.201004129315562,69,0.690398727026804,60,0.63821690612252,57,0.0803170635725958,64,0.260999200729039,65,0.234020796080811,72,87.7277056437455,60,1.00530847889701,42,1.00528010094683,42,6.87750000000002,49,9.90125000000001,61,5.36562500000002,31,28.6985547061766,60,3.6667,64,384.9167,69,10.0709,16,0.7265,16,22,54.5,0.409302325581395,47,0.4692,43,0.0544,11
"L053",NA,73,NA,73,6.1605888863843,26,-0.10715736709637,26,NA,73,0.297798646147457,31,99.2532799918021,29,NA,57,100.019794757108,33,43.213067702998,31,-1.71277302475389,2686.49948945489,86,0.988896014267842,77,0.1103334805357,35,0.0930914550255278,32,0.297153719929074,32,1.36898122003148,24,0.949036683334339,31,0.11967502343998,41,0.00477403707845324,41,0.900670626314242,31,0.103622374133943,30,0.430328030056704,30,0.539799969929103,39,0.0541678537225389,34,0.165436243578712,32,0.149985735675083,45,87.6647963700635,61,1.00475987384719,43,1.00474767456124,43,7.15083333333336,50,8.61125000000002,57,6.42062500000003,39,28.6839540099071,61,3.0833,58.5,305.2292,49,6.0224,12,0.5029,11,22.125,56.5,0.453846153846154,57,0.4783,44,0.0733,16
"L054",NA,74,NA,74,7.08132541661623,53,0.0138272817925549,53,NA,74,0.0405292483215489,4,96.4227665183757,87,NA,58,96.3831424007927,89,6.87871274850785,4,-1.60217094481097,2539.56571831436,51,0.999993644078765,3,0.0203856251169065,4,0.05294966191214,14,0.169071156437178,14,0.802401140575141,7,0.440838265341633,6,0.0468414586191723,4,0.000731374081857212,4,0.19433837618942,6,0.053512467296462,8,0.244782956105268,10,0.233767787607858,7,0.0263154150838494,10,0.0824465097249541,11,0.071764663221126,15,84.9110357184713,95,0.97344255970402,96,0.973434000372727,96,21.5525,95,18.30125,95,23.178125,92,27.9796943945367,95,1,21,23,2,109.1852,95,3.4815,97,12.75,8.5,0.137096774193548,3,0.2118,5,0.092,28.5
"L055",NA,75,NA,75,5.59295052983321,8,-0.191119867265077,8,NA,75,0.630215477900266,58,100.243697190841,9,NA,59,100.041327013811,32,90.1605525566998,58,-1.77884936317339,2768.68454709257,99,0.985671428010184,83,0.238728418003794,62,0.128394723886775,45,0.409830423068911,45,2.40383191864273,61,1.37923878674314,58,0.17794538330985,70,0.0105548531470965,70,1.9022996308567,58,0.146187707769898,47,0.609548214882433,52,0.770011073368954,68,0.0759915090600735,61,0.231115519333013,59,0.230298154781931,71,89.2085771544782,39,1.02229347797184,10,1.02225626182897,10,2.29458333333334,14,2.76124999999999,19.5,2.06125000000001,16,29.0756689223969,46,2.1667,44.5,492.9167,83,2.8687,6,0.3224,3,21,50,0.923076923076923,89,0.8001,75,0.1641,52
"L056",92.8375,3,6.53482048140162,9,6.50597272578543,36,-0.0597773465882684,36,110.416875,9,1.09663781117773,76,100.085237638719,14,NA,60,102.102438800539,13,156.033737471889,76,4.04671587483146,-1291.08871734745,15,0.981932596898356,89,0.326385142760112,74,0.191227883823041,66,0.61068728566262,66,2.85147349389932,74,1.72230662686849,74,0.192035378502236,76,0.012292528865499,76,2.96634011695511,74,0.195331781413154,66,0.965830030298029,80,0.937359790333055,80,0.100362454440057,78,0.309574111655849,75,0.130606624419868,37,92.6962477463076,3,1.03180571124345,4,1.03174598030356,4,0.391875000000003,2,0.211250000000004,4,0.428125000000004,4,92.6877286635138,3,4,71,179.8958,28,41.8554,61,1.2289,47,13.625,14,2.47727272727273,101,2.7394,103,0.9744,103
"L057",NA,76,NA,76,8.45047701779801,96,0.167360626729428,96,NA,76,1.4616903366215,88,94.5895777387364,101,NA,61,94.2766950668646,102,207.590386449947,88,-1.52820960431874,2599.99534654723,67,0.99959399191413,13,0.415270482272731,85,0.288773326253121,91,0.921743115030675,91,3.20006802792981,80,2.08414138441406,88,0.203179833390545,81,0.0137606815655365,81,4.34364531022736,88,0.29169407062783,91,1.03585920859725,88,1.04113589631341,84,0.12480761046984,92,0.400534549803081,92,0.352392772916349,98,85.2306033637394,94,0.977504313163347,93,0.977421542865203,94,20.0833333333334,94,10.125,63,25.0625000000001,97,28.0633240500135,94,4.1667,73,772.25,97,84.3612,90,2.7189,91,28.5,96,0.350769230769231,36,0.3662,30,0.147,47
"L058",91.525,13,6.40910430946888,7,6.38917116044228,32,-0.0755127778725433,32,103.2275,7,1.28919091703568,83,98.7326904423007,39,NA,62,102.895482303501,5,183.228160729982,83,3.97879014711931,-1249.87162746345,5,0.992982318831243,65,0.342079022430304,75,0.265651682256875,86,0.847907145698036,86,3.78512312277918,91,1.89687267176275,79,0.184325685198234,72,0.0113253194079329,72,3.59812593288034,79,0.268794443241858,86,0.921884943445649,77,0.919348887675756,79,0.11061222557296,82,0.355960453276042,82,0.264996071238975,83,91.1341759507319,14,1.01418795811561,22,1.01402549455464,22,2.67593750000001,16,5.28125,38,1.71125000000001,13,91.3827998510702,13,0.1667,6,294,46,65.7538,80,1.6615,65,17.5,31,0.74468085106383,80,0.8907,84,0.415,94
"L059",92.475,4,6.63695184122238,10,6.61003073970232,40,-0.0459948648841386,40,113.0075,10,0.608742203693037,57,100.155094108856,10,NA,63,102.819435391905,6,87.1278655225125,57,4.04820486508509,-1290.78421375158,14,0.994166299743721,60,0.155170391737543,50,0.169764019836391,60,0.541967553933196,60,2.18512312277922,55,1.26746759422582,52,0.123378234727033,45,0.00507406293478624,45,1.60647410241259,52,0.169765291616381,60,0.685370665288706,59,0.560768632283672,43,0.0717922311155438,55,0.232724564367632,60,0.124600410927839,32,92.2825812235905,5,1.02722539210405,7,1.0271815253739,7,0.815937500000005,5,1.20125,9,0.781250000000012,5,92.3209725443456,4,2.3333,50.5,108.3333,18,39.7188,58,1.2111,46,12.5,7,1.51515151515152,98,2.2418,102,0.9552,102
"L060",NA,77,NA,77,8.25638725792057,90,0.147178286647986,90,NA,77,1.26592100060125,82,95.7204717182064,93,NA,64,95.4711868916722,97,179.94173253201,82,-1.55252996991862,2639.6313419015,75,0.999748459168444,10,0.354790836934396,78,0.271582930103278,89,0.86686258707988,89,2.89026428456227,76,1.93748154977763,81,0.186470348711826,74,0.0115903969829033,74,3.75383475572874,81,0.273953662249655,88,0.959956066931716,79,0.948117118634039,81,0.114904608048123,85,0.369905733395195,88,0.324136525189821,92,85.942609672961,81,0.985595909400687,77,0.985530806800012,77,15.7225,84,7.41124999999998,52,19.878125,87,28.2459205449981,81,3.6667,64,673.4167,93,55.9577,74,2.0641,78,27.25,92.5,0.357377049180328,38,0.3866,35,0.1591,51
"L061",91.8125,9.5,6.1417658054446,5,6.1208986543151,23,-0.11277144559452,23,95.391875,5,1.69607227968263,93,98.6313581929856,42,NA,65,100.670424915083,23,240.692328562273,93,3.95984934736402,-1241.42911644481,4,0.995010637902564,53,0.463175916683989,91,0.293636476554295,92,0.937303082231379,92,3.43512312277922,86,2.17606975788507,90,0.217288298006602,86,0.015738068150202,86,4.73527959118199,90,0.297197232959285,92,1.09695240606543,90,1.12825078665727,94,0.132715485802885,94,0.423349665798614,93,0.287505856495798,87,91.8139235556809,7,1.02194551133355,11,1.02188416057451,11,1.904375,11,3.125,23,1.24625000000001,10,91.6822403665797,10,2,37.5,362,64,68.5412,81,1.6846,67,19,37.5,0.904761904761905,87,1.0168,90,0.4219,95
