"GEN","Y","Y_R","CV","CV_R","ACV","ACV_R","POLAR","POLAR_R","Var","Var_R","Shukla","Shukla_R","Wi_g","Wi_g_R","Wi_f","Wi_f_R","Wi_u","Wi_u_R","Ecoval","Ecoval_R","bij","Sij","Sij_R","R2","R2_R","ASTAB","ASTAB_R","ASI","ASI_R","ASV","ASV_R","AVAMGE","AVAMGE_R","DA","DA_R","DZ","DZ_R","EV","EV_R","FA","FA_R","MASI","MASI_R","MASV","MASV_R","SIPC","SIPC_R","ZA","ZA_R","WAAS","WAAS_R","WAASB","WAASB_R","HMGV","HMGV_R","RPGV","RPGV_R","HMRPGV","HMRPGV_R","Pi_a","Pi_a_R","Pi_f","Pi_f_R","Pi_u","Pi_u_R","Gai","Gai_R","S1","S1_R","S2","S2_R","S3","S3_R","S6","S6_R","N1","N1_R","N2","N2_R","N3","N3_R","N4","N4_R"
"L062",13.7625,70,15.3031233653096,32,15.0188630394371,10,-0.0399331425445064,10,13.306875,27,0.00373105677313879,10,98.9799966204944,27,99.247824074274,29,NA,66,0.572317508688397,10,0.971330514144013,-0.00448364417813558,40,0.999975129861964,2,0.00796260089435968,14,0.0308400776816944,23,0.139675523694942,23,0.173958198739483,6,0.109193779268822,10,0.0786789193467718,20,0.00206345744985861,20,0.0119232814310083,10,0.0314125750592303,22,0.182226554633888,15,0.152318816487744,21,0.0324241032072131,22,0.0453990523072022,22,0.0356837398188951,22,13.5077570146585,60,0.998243194516424,66,0.998235081839956,66,0.1040625,55,0.07875,90,0.18,45,13.6340091355944,66,8,71,416.0625,13,27.7561,41,1.5087,56,15.375,17,0.215034965034965,12,0.2565,10,0.1162,58
"L063",13.8,55.5,15.6735182790367,46,15.6362107813348,41,-0.00494422382966042,41,14.035,44,0.00124504309741851,2,99.5077453585513,6,99.412815837658,13.5,NA,67,0.22121588494819,2,0.997403202500929,-0.00239233689371272,23,0.999678406954958,11,0.00277813969735826,3,0.0182354170407416,9,0.0825724090712005,9,0.0978875495305356,2,0.0678871436264182,2,0.0422897736075449,3,0.000596141650592466,3,0.00460866426975393,2,0.0182870843866721,6,0.127173474425544,3,0.0822404292742931,3,0.0189909542179928,3,0.0266454196366344,5,0.00963300994773229,1,13.5249395305118,53,0.999920428688959,52,0.999916626113435,52,0.0981250000000001,50,0.0604166666666668,50.5,0.21125,55,13.6644411360427,53,0.25,1,47.7292,1,1.6702,2,0.3191,1,4.375,1,0.078125,1,0.1032,2,0.0043,1
"L064",13.85,32.5,15.7443772471888,51,16.0523238684437,77,0.0178685704780265,77,14.265,53,0.00321227735954424,7,99.6238740330139,4,99.7527333625692,7,NA,68,0.499049893045375,7,1.00535192327863,0.000347334435712263,6,0.999299481174499,23,0.00712251468548896,10,0.0302432141389959,21,0.1369843081682,21,0.203846423033856,17,0.10196505662127,7,0.0765506084732138,19,0.00195333188587309,19,0.0103968727717787,7,0.030934786168987,20,0.160663744575281,11,0.135187103853416,13,0.029122606228721,15,0.0414261435494079,18,0.0278522812745341,9,13.5583254198291,36,1.00253940191652,34,1.00253088242863,33,0.0806250000000001,34,0.0370833333333334,7,0.21125,55,13.7119915342285,33,3,30.5,594.0833,25,15.7273,16,0.9012,21,18.25,29,0.396739130434783,46,0.5056,45,0.0719,37
"L065",13.7375,79,16.9296941612589,97,16.4345049304937,92,0.0383059957436437,92,16.226875,97,0.0444180891137595,82,96.3011940246011,91,99.0031000470253,49,NA,69,6.31857838387143,82,1.070605816327,0.0260148077310231,77,0.996220600230381,76,0.0538185473998945,76,0.148423030640321,85,0.672285583827174,85,0.576041801260518,79,0.362818204703111,82,0.154421846606363,67,0.00794870223643969,67,0.131637049663989,82,0.148540740010405,85,0.68550311526514,83,0.334963368279224,75,0.107340152434672,83,0.166296723933806,84,0.123556513881878,78,13.4395340958028,87,0.995253082072208,83,0.995107537210023,83,0.1678125,90,0.0570833333333334,43,0.5,97,13.5772830787325,83,12.1667,91,1437.7292,68,67.3646,78,1.9006,74,25.375,61,0.414285714285714,50,0.5496,59,0.2036,82
"L066",13.725,84,14.9214314832766,14,14.4058878102703,2,-0.0761271997605551,2,12.5825,11,0.083981463440098,90,95.8214584929024,96,95.8571261604626,101,NA,70,11.9061441733451,90,0.937279148906151,0.0916320280913589,95,0.984696023178448,96,0.0946870884267256,89,0.209445332724168,95,0.94869339007253,95,0.752112450469464,90,0.498040831938531,90,0.190493630502965,77,0.0120959410874001,77,0.248044670278024,90,0.209446533450985,95,0.950973741562789,91,0.344653528206859,76,0.135369776292299,89,0.216924877865777,91,0.140754449496707,84,13.4898037040655,73,0.996291507709063,78,0.996064528416234,78,0.119375,71,0.1325,102,0.0800000000000001,19,13.6060866845459,78,5.75,60,1453.75,70,87.5625,93,2.3,89,24,55.5,0.342857142857143,31,0.5075,46,0.091,52
"L067",13.9,15.5,14.8400369386592,13,15.461825514205,27,-0.0146857203490012,27,12.765,13,0.0214356566079716,61,98.6293317959126,47,99.377770602494,17.5,NA,71,3.07275176228474,61,0.950273277031773,0.00992134826857398,60,0.997717122701794,62,0.0347561078200694,61,0.0800494986993309,65,0.362527905865023,65,0.398958198739483,56,0.253013165100682,61,0.143557818824845,62,0.0068696157819157,62,0.0640156617142651,61,0.080158488292404,65,0.476955899444667,65,0.297201218926668,69,0.0757745818725725,65,0.109719457527143,65,0.105484311650149,71,13.6242855550025,13,1.00626500947825,14,1.00619719240674,14,0.0543749999999999,13,0.0520833333333333,28.5,0.0612499999999999,13,13.7793785002372,14,5.3333,55,1255.3333,61,28.9896,44,1.2881,43,27,72.5,0.710526315789474,83,0.7944,85,0.1381,63
"L068",13.975,5.5,14.4669528580721,6,15.5689596196529,32,-0.0086880718218536,32,12.2625,7,0.0243660785901273,67,98.8977908656025,35,100.038767014348,5,NA,72,3.4866175129954,67,0.932153053965462,-0.000791178344470581,9,0.999370774680086,19,0.0413962989348103,67,0.0903086309055173,70,0.409034061306014,70,0.448958198739482,65,0.269514127373818,67,0.168403784749497,69,0.00945327823931835,69,0.0726378648540705,67,0.0910777336000393,71,0.473954924778976,64,0.350007942832179,77,0.0835966972165659,74,0.121052283710143,72,0.130391809597228,80,13.6877232024844,4,1.0106636158128,5,1.01057395386662,5,0.028125,2,0.0270833333333334,4,0.03125,6.5,13.8592562130123,5,14,98.5,1297,64,10.8405,14,0.7239,9,26.5,66,1.10416666666667,93,1.3272,100,0.5957,103
"L069",13.8,55.5,15.1770802631932,27,15.1409544312671,15,-0.0329007515221815,15,13.16,22,0.0556915734826222,87,96.9930022378828,78,96.9865701375601,95,NA,73,7.91074125319695,87,0.960703511841469,0.0668649196483001,90,0.989131605511316,93,0.0701689782976195,83,0.164900113653964,89,0.746924346691574,89,0.696153576966146,87,0.405964418935458,87,0.185372050497773,74,0.0114542657019162,74,0.164807109441604,87,0.16522918310709,89,0.754975867810384,88,0.354338908622661,78,0.112803164991898,87,0.176104652789265,87,0.103495152381711,66,13.5382581583106,46,1.0000990707899,50,0.999944759817596,51,0.0875,40,0.09,96.5,0.0800000000000001,19,13.6761122396367,48,0.5833,6,1704.7292,81,78.8303,88,2.2633,87,34.125,90,0.78448275862069,84,0.7028,80,0.0115,8
"L070",13.775,65.5,15.8287126034585,57,15.619749660084,37,-0.00585911810072567,37,14.2625,52,0.00385409601932137,13,99.0388932069653,24,98.8479873827258,58,NA,74,0.589694436072328,13,1.00519634542774,0.00130312100487699,14,0.999165330469114,27,0.00893478008249986,16,0.031008331828334,24,0.140451215465154,24,0.196153576966145,9,0.110839075923191,13,0.0876865571944668,26,0.0025629774375395,26,0.0122853007515068,13,0.0319461598629113,24,0.167124688564836,13,0.145198757146684,16,0.030197143212244,17,0.0426853573409416,19,0.0531554248934487,36,13.5046042884799,63,0.99846833261038,64,0.998461886268129,64,0.103125,53,0.0670833333333334,65.5,0.21125,55,13.6379262030357,64,4.4167,47.5,538.5625,21,22.6497,31,1.2203,37,15.75,19,0.261410788381743,18,0.3338,18,0.0741,43
"L071",13.75,74,16.057747029687,72,15.673570322865,44,-0.00287138270958868,44,14.625,70,0.00135224642418896,3,98.9115304294741,34,99.3996673364027,15,NA,75,0.236356293252099,3,1.01830860627519,-0.00455087712661258,41,0.999986565612225,1,0.00379380448930136,4,0.0156851572067444,6,0.0710325751152459,6,0.103154251729982,3,0.0701718564864295,3,0.0570432133025341,10,0.00108464272795947,10,0.00492408944275206,3,0.0163586128743537,4,0.108406955685772,2,0.100771258775009,6,0.0190231857242739,5,0.0256389807753986,4,0.0298460057324643,15,13.4779118092011,76,0.996837504373478,76,0.996830961493259,76,0.120625,72,0.0670833333333334,65.5,0.28125,71,13.608171904072,76,5.5,58,239.0625,7,6.0738,8,0.698,7,12,8.5,0.175824175824176,6,0.1949,4,0.08,46
"L072",13.875,22.5,15.3467263119853,33,15.817545575392,66,0.00507093264987936,66,13.6025,35,0.00388938318383248,14,99.7283568376402,2,99.5345968556609,10,NA,76,0.594678069460205,14,0.981794449569862,-0.000791822645145615,10,0.999432855218954,18,0.00955224542013777,19,0.0213490940855112,14,0.0966578595922628,14,0.196845748270018,12,0.111306452854664,14,0.089132281853316,28,0.00264818788945965,28,0.0123891264470876,14,0.0223573059391215,11,0.180035929953721,14,0.157423068718807,25,0.0281401752422417,14,0.0367796294096477,14,0.0278256011811168,8,13.588114281151,24,1.00429578786078,23,1.00428461146224,23,0.0693750000000002,23,0.0420833333333335,13.5,0.15125,37.5,13.7440678766858,23,6.5,65,404.25,12,12.4683,15,0.7407,10,12.75,12,0.425,53,0.5102,47,0.1905,79
"L073",13.7875,61.5,15.736205872231,50,15.6134131076633,35,-0.00621155500362003,35,14.121875,46,0.00531045701027745,17,98.9564925939435,29,99.0025079682173,51.5,NA,77,0.795377419102732,17,1.00005901694834,0.0036360408003026,31,0.99882662084355,36,0.00797987591762782,15,0.0468935091967662,36,0.212392850174575,36,0.222887549530537,20,0.128725921624099,17,0.0656862247292021,13,0.00143822670639175,13,0.0165703628979736,17,0.0469618424046451,34,0.241796065552916,25,0.146554205939403,18,0.0402040358258521,30,0.0597440432254007,33,0.0323527066901777,19,13.5125839529078,58,0.99915074166675,59,0.999136451185343,59,0.1090625,62,0.0637500000000002,61.5,0.244999999999999,63.5,13.6502879033773,60,3.0833,32,373.4167,11,17.4192,19,1.0306,26,12.25,10,0.189922480620155,10,0.2783,12,0.0513,27.5
"L074",13.875,22.5,14.2953036714303,3,14.7338665419691,7,-0.0565737928247704,7,11.8025,3,0.0700051693639263,89,96.8968260980121,80,98.4337584732669,79,NA,78,9.93226140997189,89,0.911084583314504,0.0430605948771442,85,0.991915321166812,87,0.0872172506907116,88,0.180169610395219,91,0.816063280685943,91,0.748958198739484,89,0.454886922990481,89,0.197229599592454,80,0.0129665049851333,80,0.206922112707747,89,0.180170752316914,91,0.86807562500867,89,0.40712678952773,84,0.135495497058649,90,0.209244972025739,89,0.155207169603285,88,13.6152170274605,16,1.00499573172725,21,1.00477145108743,20,0.0593749999999999,18,0.0725,81,0.0199999999999999,3.5,13.764598040248,20,10.5833,84,1863.5625,87,71.6188,81,1.991,81,29.875,78.5,0.569047619047619,76,0.7591,83,0.2149,86
"L075",13.7125,90.5,17.5941451106877,102,16.8934195446751,103,0.062227879323507,103,17.461875,102,0.111263782256015,96,94.2876573929258,101,98.8512536591189,57,NA,79,15.7592470461162,96,1.10741615068247,0.0781441906753845,93,0.990517248948051,92,0.152875525852642,99,0.212701644608079,96,0.96338559157086,96,0.953846423033853,97,0.572990093102916,96,0.280185620607197,96,0.0261679939983467,96,0.328317646794088,96,0.212856142567191,96,1.08444128504703,96,0.620659742291854,99,0.177591815547207,100,0.266082444473658,96,0.199672219027627,94,13.3974222235338,99,0.993215653424993,95,0.992857156688466,95,0.2115625,99,0.0420833333333335,13.5,0.719999999999999,101.5,13.5372819031739,96,6.9167,68,2139.1667,97,127.9738,99,3.1621,101,37.25,97,0.696261682242991,81,0.7299,81,0.126,61
"L076",13.75,74,15.9365131628796,65,15.5552369393955,31,-0.00945399484737512,31,14.405,60,0.00136400881235939,4,98.92202515368,31,99.4488747968393,11.5,NA,80,0.2380175043814,4,1.01050797432256,-0.0029484115860295,26,0.999763873030031,9,0.00188998236510805,2,0.029639961050361,18,0.13425578595555,20,0.103846423033857,4,0.0704180233175132,4,0.0268799155634158,1,0.000240843286898787,1,0.00495869800794583,4,0.0296402398115405,17,0.134452690241272,5,0.0480766187851915,1,0.0190081140545021,4,0.0305112784439467,9,0.03766164695059,25,13.4801512818371,75,0.996928958565961,75,0.996921446182705,75,0.121875,75,0.0687500000000001,73.5,0.28125,71,13.6098726067115,75,1.5833,15,59.5,2,1.3944,1,0.3662,3,5.75,3,0.0833333333333333,2,0.0961,1,0.0228,13
"L077",13.8125,47.5,16.1221492979684,75,16.1716009600851,86,0.0242987765531135,86,14.876875,78,0.0119943281137767,46,98.5707488773216,51,99.1611177256406,42.5,NA,81,1.73934567648923,46,1.02612796079235,0.00865499974402055,59,0.998211436765958,58,0.0164161941676673,36,0.0748027209667838,57,0.338819715071743,57,0.345082927757198,46,0.190358525577901,46,0.0936385433631122,30,0.00292272560105515,30,0.0362363682601923,46,0.0750104922673769,57,0.35100729309542,49,0.201089877696652,42,0.0575739460026654,51,0.0874259583092433,52,0.0460181526741067,32,13.5203911395765,54,1.00014765489624,49,1.00011482832652,49,0.1096875,63,0.0525,33.5,0.28125,71,13.6680458727259,51,7.4167,69,795.2292,40,30.5869,46,1.3808,45,23.875,53.5,0.454761904761905,62,0.4997,44,0.1517,67
"L078",13.7875,60,16.2622830449978,80,16.1353851949384,83,0.0223514189786458,83,15.081875,81,0.00695632221215024,30,98.7297157142228,45,99.2665445005676,25.5,NA,82,1.02782422761338,30,1.03392110371916,-0.00205672884940651,17,0.999656224807879,13,0.0183889132529592,42,0.0293534562516349,17,0.132950463589723,17,0.2450829277572,24,0.146331830925282,30,0.131501306309008,55,0.0057641978536585,55,0.0214130047419453,30,0.0316698501714332,23,0.194146376392988,17,0.198276318684703,40,0.0352646826111896,24,0.0473552054229342,23,0.0286073961920734,11,13.5003186564507,64,0.998695558817657,61,0.998678009619445,61,0.1115625,66,0.0549999999999999,39.5,0.28125,71,13.6417585088058,62,10.5,82,761.7292,36,33.359,51,1.4256,49,16.375,21,0.247169811320755,17,0.4249,32,0.1867,78
"L079",13.6625,100.5,17.4730035807336,101,16.4124967790983,91,0.0371420514393546,91,17.096875,101,0.0887672313773585,93,94.3315003356005,100,98.5054581139284,75.5,NA,83,12.5820418604844,93,1.09682284899608,0.0603053765828211,88,0.992401594715993,86,0.105658816626771,91,0.208727686178375,93,0.945428791363698,93,0.826041801260516,91,0.511982296660172,93,0.210355030536494,82,0.0147497462906698,82,0.262125872093425,93,0.208732193513215,93,0.97709970054915,93,0.434563010452656,88,0.150244683751466,93,0.234412504868303,94,0.191094014431716,93,13.3656738418734,103,0.990630783712307,103,0.990326547828953,103,0.2315625,102,0.0687500000000001,71.5,0.719999999999999,101.5,13.4909999201635,103,11.0833,85,1868.8958,88,105.7534,96,2.8493,97.5,28.875,76,0.377450980392157,40,0.5466,57,0.1618,71
"L080",13.8625,27,15.8136957900363,55,16.2107208845508,88,0.0263974000767022,88,14.416875,62,0.006783754833824,24,99.5013026314429,8,99.2985501607043,22.5,NA,84,1.00345240402819,24,1.0103636300104,0.00504611361805789,44,0.998655016471277,45,0.0189013661731943,45,0.0191755364064322,10,0.0868194607306225,10,0.245082927757196,23,0.144586508420578,24,0.133722948563643,57,0.00596060899085153,57,0.0209052584172539,24,0.0224921197248526,12,0.191430207484438,16,0.20111663196035,43,0.0310156003384154,18,0.0387767348969048,16,0.0251979406672768,7,13.5686274064998,31,1.0032284910984,30,1.0032163208426,30,0.0803125,33,0.0470833333333334,17.5,0.18,45,13.7244660354347,30,6,61.5,905.5625,46,24.5209,33,0.9734,22,19.375,33,0.472560975609756,66,0.664,76,0.1529,68
"L081",13.8,55.5,15.8429066007793,59.5,15.8051959099773,64.5,0.00439251053166279,64.5,14.34,57.5,0.00462554186903121,16,99.0660758745298,21.5,99.214949997716,34.5,NA,85,0.698646326846713,15,1.00786339341387,0.00219241494392779,19.5,0.999045811571662,31.5,0.00652484675905418,8,0.0460535218866071,33,0.208592347350329,33,0.197887549530536,15,0.120644650976769,15,0.0565451214393841,8,0.00106578358619823,8,0.0145551318093065,15,0.0460770869581852,32,0.228842811636667,21,0.12552307268505,10,0.0372180870608197,25,0.0562501560533448,29,0.0293346231040051,14,13.5193608882607,55.5,0.999739608417315,55.5,0.999726431499805,55.5,0.105,57.5,0.0583333333333334,47,0.244999999999999,63.5,13.6609730684297,56.5,1.5833,15,208.3958,4.5,10.3198,12.5,0.7614,12.5,10.375,4.5,0.172199170124481,4.5,0.2242,6.5,0.0284,16.5
"L082",13.675,97,17.7585147269922,103,16.7726843989681,101,0.0559978941214618,101,17.6925,103,0.116103337883542,98,93.8039469647974,102,98.5561207107125,73.5,NA,86,16.442741210127,98,1.11508741637456,0.0732272830204221,92,0.991196676658732,90,0.139301257626803,92,0.238226176052678,98,1.07904321994562,98,0.951041801260516,96,0.585283784624443,98,0.244499922585188,93,0.0199267373813876,93,0.342557108544311,98,0.238289137574329,98,1.11350096015645,98,0.531483646101039,94,0.174459614832738,97,0.27030750369493,97,0.206607170837526,97,13.365689232783,102,0.991038830191228,100,0.990649585871251,102,0.241875,103,0.0620833333333335,52.5,0.78125,103,13.4972455118142,102,13.5,97,2054.9167,95,116.614,97,2.6316,95,26.5,66,0.378571428571429,41,0.6292,73,0.2142,85
"L083",13.825,40.5,14.5791279354404,8,14.7036291932671,6,-0.0583581726409327,6,12.1875,6,0.0242289188363416,66,98.1081304742796,61,99.1296838951634,45,NA,87,3.46724633546071,66,0.929508473056771,-0.00357285062917641,29,0.999823382078689,7,0.0437785200127476,68,0.0791161831905909,64,0.358300565172083,64,0.448958198739482,64,0.268764392461932,66,0.173491875865452,70,0.0100331436637711,70,0.0722342986554314,66,0.0797721655984108,64,0.482394658110814,66,0.35828807718883,80,0.0811087267158246,69,0.114599977030424,69,0.077284631464297,58,13.5737232211269,30,1.00236808031824,36,1.00229912095086,36,0.07625,28,0.075,84,0.0800000000000001,19,13.708558760039,36,14,98.5,1314.0833,65,55.6077,70,1.8011,71,24,55.5,0.362264150943396,36,0.5254,53,0.2343,89
"L084",13.825,40.5,15.8926383672476,63,16.028356599207,75,0.016570735823569,75,14.4825,65,0.00369874222669087,8,99.4378978682329,11,99.377770602494,17.5,NA,88,0.567753700436176,8,1.013011955432,7.10343806359787e-05,2,0.999348158057266,20,0.0109295061880907,22,0.0156357101824921,5,0.0708123072217879,5,0.195082927757199,8,0.108757538094701,8,0.102983691454794,35,0.00353521356855207,35,0.0118282020924203,8,0.0182363359121475,5,0.134001905201578,4,0.146808752475978,19,0.0232484064160301,8,0.0297875513150099,8,0.0107283417877352,2,13.5384330492655,45,1.00109816219009,44,1.00109110395663,44,0.091875,47,0.0520833333333333,28.5,0.21125,55,13.6857419662995,46,6,61.5,593.2292,24,19.5917,24,0.9888,23,14.875,16,0.271689497716895,19,0.4294,33,0.1221,60
"L085",13.725,84,16.1843236363815,78,15.6251463441778,39,-0.00555906907569434,39,14.8025,77,0.0107575840538283,44,97.8222335958969,70,98.9338237958983,54,NA,89,1.56467936156117,44,1.02362023517001,0.00771530753398834,57,0.998329414136646,54,0.0131819306323297,28,0.0744954796026642,56,0.337430762063701,56,0.303846423033855,44,0.180547740775649,44,0.0760674821938658,18,0.0019287539491047,18,0.032597486699191,44,0.0745627635847724,55,0.340586416425686,47,0.157409352662949,24,0.0518274292586911,47,0.0809614025901029,48,0.0752853992173546,56,13.4530079888363,81,0.995298130329058,82,0.995259832193532,82,0.144375,82,0.0720833333333334,78,0.36125,82.5,13.5797297434402,82,2.4167,25,669.75,30,21.4769,29,1.5385,59,21.5,43,0.290540540540541,21,0.3091,15,0.0333,21
"L086",13.7375,79,16.405127859111,83,15.9252820587216,73,0.0109670097623471,73,15.236875,84,0.00878639672049013,38,97.9528989081125,65,99.5481856221094,9,NA,90,1.28628705817587,38,1.03922524358817,-0.00210036192686876,18,0.999665449226252,12,0.013561333984614,30,0.0596365669649458,43,0.270116657399195,43,0.276041801260518,37,0.163699868800591,38,0.0904524071543747,29,0.00272721265334026,29,0.0267976470453306,38,0.0599001342417743,44,0.297663529016085,38,0.197107470162082,39,0.0512115509999036,44,0.0757127537811181,45,0.0644516744130569,43,13.4575718738529,80,0.995795542887141,79,0.99576129497375,79,0.1378125,79,0.0633333333333334,58.5,0.36125,82.5,13.5887393934433,80,10,80,656.2292,28,9.1486,11,0.7838,17,15.875,20,0.239622641509434,16,0.3262,17,0.1471,66
"L087",13.775,65.5,15.5770032541848,42,15.3713632548688,21,-0.019782484497811,21,13.8125,42,0.000478927985204623,1,99.5024834944789,7,99.4488747968393,11.5,NA,91,0.113016858330917,1,0.98959508152249,-0.00423530359599085,39,0.999940081449233,4,0.00170676266521524,1,0.00804312766514369,2,0.0363943328266109,2,0.0968457482700198,1,0.0485233745930154,1,0.0357264863005196,2,0.000425460607793739,2,0.00235451788189409,1,0.00825633668096298,1,0.0867984175238136,1,0.0565491267636458,2,0.00869440242408023,1,0.0102913004927852,1,0.0183924588976717,4,13.5091785838088,59,0.998651240995346,62,0.998649632168735,62,0.104375,56,0.0687500000000001,73.5,0.21125,55,13.6414136585582,63,3.5833,36.5,83.2292,3,4.8987,5,0.5316,5,5.625,2,0.0849056603773585,3,0.1206,3,0.0547,30
"L088",13.825,40.5,15.029724958539,16,15.158074176024,16,-0.0319192003883673,16,12.9525,17,0.00888665072342282,41,98.920601378537,32,99.2256980601154,31.5,NA,92,1.30044600812848,41,0.958229486835284,-0.00340664811177967,27,0.999808150090646,8,0.0178629112866295,41,0.0379521143462669,27,0.171827446807926,27,0.296845748270019,42,0.164598375354508,41,0.111881371428013,43,0.00417248042420434,43,0.0270926251693433,41,0.038311558367465,27,0.300625136766121,39,0.210983196192421,44,0.0434149641705122,35,0.0588258619156402,32,0.0455781714142214,31,13.5612547446205,32,1.00191498558247,38,1.00188983095188,38,0.0806250000000001,35,0.0658333333333335,63.5,0.125,31,13.7007009536096,38,9.8333,78.5,700.7292,32,21.7828,30,1.1208,30,20.625,38.5,0.34375,32,0.4066,26,0.1744,75
"L089",13.7125,90.5,16.2697134827599,81,15.6217363223269,38,-0.00574865005818113,38,14.931875,79,0.00547769365110751,18,98.1836964554936,59,98.5628596750691,71.5,NA,93,0.818996378530771,18,1.02875756364942,-0.00194974105981711,16,0.999638441250358,14,0.0133005493239423,29,0.019574716585558,12,0.0885740406849667,12,0.253154251729982,32,0.130623215979107,18,0.104044159423335,37,0.00360839570336947,37,0.0170624245527244,18,0.0208053603634015,9,0.218360907352208,20,0.164891504930501,30,0.0240943765286146,10,0.0282190826623664,6,0.0516430269191767,34,13.4452619089067,84,0.994615721272689,87,0.994598832419654,86,0.1378125,80,0.0770833333333334,87.5,0.320000000000001,78,13.5675397763846,88,8.75,73,837.5625,44,17.5649,21,1.3435,44,24.375,59,0.339721254355401,27.5,0.3427,20,0.1188,59
"L090",13.7625,70,15.9892517471117,70,15.6922463709155,46,-0.00183702028251708,46,14.526875,67,0.0172530518595895,57,97.9393651789786,66,98.5054581139284,75.5,NA,94,2.4820392762825,57,1.01317127779579,0.0199820919358948,72,0.996608877267395,71,0.022552679441539,49,0.0906331446010356,71,0.410523568499633,71,0.372887549530535,53,0.227396463449234,57,0.106159881796191,39,0.00375664016766039,39,0.0517091515892188,57,0.0908041902701749,70,0.423826514178318,60,0.232147342612951,49,0.0687331222776331,61,0.104947716389427,63,0.0699764589569424,51,13.4854202617171,74,0.997519913429847,70,0.997472531077497,70,0.1315625,78,0.0687500000000001,71.5,0.320000000000001,78,13.6201151082224,70,0.5,5,992.0625,50,64.264,75,2.0354,82,24.375,59,0.339721254355401,27.5,0.4356,34,0.008,5
"L091",13.9875,2,15.6723758991513,45,16.9571483267233,104,0.0654983817489233,104,14.416875,63,0.00685555053605417,28,100.389877035809,1,100.202335366671,2,NA,95,1.01359216628164,28,1.01035614098459,0.00515283037882923,45,0.998640212047888,46,0.0204584771994308,47,0.01624927953672,7,0.073597038584588,7,0.246153576966146,26.5,0.145315186626177,28,0.142828354773415,61,0.00679997964242679,61,0.0211165034642007,28,0.0209930638736953,10,0.162971786363364,12,0.181733293199181,34,0.0265108066789228,12,0.0331652281501405,11,0.0755751649270143,57,13.6657743330284,6,1.01019748822173,6,1.0101857391462,6,0.0409374999999999,6,0.0208333333333333,2,0.10125,25.5,13.8512965902583,6,6.75,66,1013.75,51,3.7247,3,0.3371,2,23,48.5,1.22666666666667,95,1.7234,104,0.4219,101
"L092",13.7125,90.5,16.5452276972131,90.5,15.8862775765906,71.5,0.00883703687930805,71.5,15.441875,88.5,0.0275381395788877,71,96.7902893323092,83.5,98.7222776614353,62,NA,96,3.93461012648493,70.5,1.04453687248299,0.0223488883789772,74.5,0.996503273797229,72.5,0.0320523272335613,59.5,0.119110537167334,78,0.539515347517253,78,0.453846423033855,66.5,0.286305857959228,70,0.113596531115148,45.5,0.00430139062713161,45.5,0.0819710443017697,70,0.119130840015644,77,0.545417801100436,73,0.23337539350232,50.5,0.0820616311078642,70,0.129100009393791,74.5,0.109891067897947,72,13.4322509445361,91.5,0.994256168842721,90.5,0.994162783256818,90.5,0.1653125,88.5,0.07,76,0.451249999999999,92.5,13.5599502642569,91.5,5.0833,52.5,1162.0833,57.5,55.86,72.5,2.2545,85.5,27,72.5,0.352941176470588,34.5,0.418,27.5,0.072,40
"L093",13.9125,13,14.5789003360283,7,15.2720944841554,20,-0.0254100517942475,20,12.341875,8,0.0271585776508445,69,98.5995438884492,50,98.7862728007038,59,NA,97,3.88100430341661,69,0.934675757639424,0.00568608650481532,48,0.998325181126531,55,0.0543227381292884,77,0.0556806395227788,41,0.252009577615257,41,0.546845748270019,77,0.284348828591185,69,0.193240498537615,79,0.0124472967583553,79,0.0808542563211792,69,0.0560178642523311,40,0.530925885583782,71,0.324464100554104,73,0.0626539542503022,56,0.0818162473828293,49,0.0886477045269519,61,13.6377069350563,10,1.00712823880626,11,1.00704793280462,10,0.0578125,16,0.0566666666666667,41,0.0612499999999999,13,13.7950323096891,10,12.4167,93,1653.4167,77,39.3348,61,1.4865,54,34.5,91.5,0.985714285714286,89,0.9955,92,0.351,96
"L094",13.9125,13,15.9604748936472,67,16.7193598261592,99,0.0532320328161556,99,14.791875,76,0.00718237079383223,32,99.7061558390607,3,100.323045508926,1,NA,98,1.05974924268789,32,1.0236164906571,0.0024568661112611,24,0.999039204671696,33,0.00928150543720221,18,0.0597069982226658,44,0.270441849640403,44,0.253846423033854,33,0.148587042579979,32,0.0653015754989169,12,0.00142143192088025,12,0.0220781092226644,32,0.0597551678149841,42,0.280743737177961,36,0.14567207171079,17,0.0450455389517578,39,0.0691097539358894,41,0.0591544809131548,39,13.5978970823702,22,1.00572399473192,17,1.00570609981247,17,0.0690625000000001,22,0.0216666666666667,3,0.21125,55,13.7697243425564,17,3.8333,38,495.5833,18,17.8706,22,0.7749,14,17.25,24.5,1.06153846153846,92,0.8248,86,0.164,73
